2.218569,8000,1,8000,1,128000,1,128
2.640784,8000,1,8000,1,128000,1,64
2.640456,8000,1,8000,1,128000,1,32
2.021001,8000,1,8000,1,128000,2,128
2.012972,8000,1,8000,1,128000,2,64
1.995846,8000,1,8000,1,128000,2,32
2.558286,8000,1,8000,1,128000,4,128
2.606073,8000,1,8000,1,128000,4,64
1.970435,8000,1,8000,1,128000,4,32
3.926240,8000,1,8000,1,128000,8,128
2.011675,8000,1,8000,1,128000,8,64
2.606384,8000,1,8000,1,128000,8,32
2.011675,8000,1,8000,1,128000,16,128
2.558286,8000,1,8000,1,128000,16,64
2.640784,8000,1,8000,1,128000,16,32
2.177510,8000,1,8000,1,256000,1,128
1.969543,8000,1,8000,1,256000,1,64
2.652179,8000,1,8000,1,256000,1,32
2.649068,8000,1,8000,1,256000,2,128
3.900789,8000,1,8000,1,256000,2,64
3.900277,8000,1,8000,1,256000,2,32
2.019461,8000,1,8000,1,256000,4,128
3.900789,8000,1,8000,1,256000,4,64
2.584028,8000,1,8000,1,256000,4,32
3.900277,8000,1,8000,1,256000,8,128
3.951120,8000,1,8000,1,256000,8,64
3.904047,8000,1,8000,1,256000,8,32
2.604719,8000,1,8000,1,256000,16,128
2.640456,8000,1,8000,1,256000,16,64
2.638007,8000,1,8000,1,256000,16,32
3.961043,8000,1,8000,1,512000,1,128
2.021001,8000,1,8000,1,512000,1,64
2.637951,8000,1,8000,1,512000,1,32
3.926740,8000,1,8000,1,512000,2,128
2.558612,8000,1,8000,1,512000,2,64
2.558286,8000,1,8000,1,512000,2,32
1.970942,8000,1,8000,1,512000,4,128
2.558286,8000,1,8000,1,512000,4,64
2.698962,8000,1,8000,1,512000,4,32
2.685138,8000,1,8000,1,512000,8,128
3.962037,8000,1,8000,1,512000,8,64
2.656821,8000,1,8000,1,512000,8,32
2.194123,8000,1,8000,1,512000,16,128
3.917488,8000,1,8000,1,512000,16,64
2.074492,8000,1,8000,1,512000,16,32
2.021001,8000,1,8000,1,1000000,1,128
2.012972,8000,1,8000,1,1000000,1,64
2.637951,8000,1,8000,1,1000000,1,32
2.606073,8000,1,8000,1,1000000,2,128
2.606384,8000,1,8000,1,1000000,2,64
1.970942,8000,1,8000,1,1000000,2,32
2.177510,8000,1,8000,1,1000000,4,128
3.951094,8000,1,8000,1,1000000,4,64
2.652528,8000,1,8000,1,1000000,4,32
2.011675,8000,1,8000,1,1000000,8,128
2.606806,8000,1,8000,1,1000000,8,64
1.995846,8000,1,8000,1,1000000,8,32
1.970435,8000,1,8000,1,1000000,16,128
2.558286,8000,1,8000,1,1000000,16,64
3.900789,8000,1,8000,1,1000000,16,32
2.020863,8000,1,8000,1,2000000,1,128
3.941718,8000,1,8000,1,2000000,1,64
2.637951,8000,1,8000,1,2000000,1,32
2.606806,8000,1,8000,1,2000000,2,128
2.606384,8000,1,8000,1,2000000,2,64
3.900789,8000,1,8000,1,2000000,2,32
2.558286,8000,1,8000,1,2000000,4,128
2.022574,8000,1,8000,1,2000000,4,64
3.951571,8000,1,8000,1,2000000,4,32
2.011675,8000,1,8000,1,2000000,8,128
3.926740,8000,1,8000,1,2000000,8,64
2.606073,8000,1,8000,1,2000000,8,32
2.558612,8000,1,8000,1,2000000,16,128
2.558286,8000,1,8000,1,2000000,16,64
1.970435,8000,1,8000,1,2000000,16,32
3.960795,8000,1,8000,2,128000,1,128
3.960804,8000,1,8000,2,128000,1,64
2.058179,8000,1,8000,2,128000,1,32
3.935478,8000,1,8000,2,128000,2,128
2.023318,8000,1,8000,2,128000,2,64
3.909204,8000,1,8000,2,128000,2,32
2.022035,8000,1,8000,2,128000,4,128
2.585953,8000,1,8000,2,128000,4,64
2.652528,8000,1,8000,2,128000,4,32
2.020786,8000,1,8000,2,128000,8,128
1.995846,8000,1,8000,2,128000,8,64
2.606073,8000,1,8000,2,128000,8,32
1.970435,8000,1,8000,2,128000,16,128
1.970435,8000,1,8000,2,128000,16,64
3.900789,8000,1,8000,2,128000,16,32
2.653580,8000,1,8000,2,256000,1,128
2.020863,8000,1,8000,2,256000,1,64
2.011675,8000,1,8000,2,256000,1,32
2.606806,8000,1,8000,2,256000,2,128
3.926240,8000,1,8000,2,256000,2,64
3.900789,8000,1,8000,2,256000,2,32
2.558286,8000,1,8000,2,256000,4,128
