Benchmarks	system.cpu.icache.overall_miss_rate::total
speclibm_2215	0.012571
speclibm_2216	0.010607
speclibm_2217	0.017271
speclibm_2218	0.012571
speclibm_2219	0.010607
speclibm_2220	0.017271
speclibm_2221	0.012571
speclibm_2222	0.010607
speclibm_2223	0.017271
speclibm_2224	0.012571
speclibm_2225	0.010607
speclibm_2226	0.017271
speclibm_2227	0.012571
speclibm_2228	0.010607
speclibm_2229	0.017271
speclibm_2230	0.012571
speclibm_2231	0.010607
speclibm_2232	0.017271
speclibm_2233	0.012571
speclibm_2234	0.010607
speclibm_2235	0.017271
speclibm_2236	0.012571
speclibm_2237	0.010607
speclibm_2238	0.017271
speclibm_2239	0.012571
speclibm_2240	0.010607
speclibm_2241	0.017271
speclibm_2242	0.012571
speclibm_2243	0.010607
speclibm_2244	0.017271
speclibm_2245	0.012571
speclibm_2246	0.010607
speclibm_2247	0.017271
speclibm_2248	0.012571
speclibm_2249	0.010607
speclibm_2250	0.017241
speclibm_2251	0.012761
speclibm_2252	0.010653
speclibm_2253	0.017241
speclibm_2254	0.012761
speclibm_2255	0.010653
speclibm_2256	0.017241
speclibm_2257	0.012761
speclibm_2258	0.010653
speclibm_2259	0.017241
speclibm_2260	0.012761
speclibm_2261	0.010653
speclibm_2262	0.017241
speclibm_2263	0.012761
speclibm_2264	0.010653
speclibm_2265	0.017241
speclibm_2266	0.012761
speclibm_2267	0.010653
speclibm_2268	0.017241
speclibm_2269	0.012761
speclibm_2270	0.010653
speclibm_2271	0.017241
speclibm_2272	0.012761
speclibm_2273	0.010653
speclibm_2274	0.017241
speclibm_2275	0.012761
speclibm_2276	0.010653
speclibm_2277	0.017241
speclibm_2278	0.012761
speclibm_2279	0.010653
speclibm_2280	0.017241
speclibm_2281	0.012761
speclibm_2282	0.010653
speclibm_2283	0.017241
speclibm_2284	0.012761
speclibm_2285	0.010653
speclibm_2286	0.017241
speclibm_2287	0.012761
speclibm_2288	0.010653
speclibm_2289	0.017241
speclibm_2290	0.012761
speclibm_2291	0.010653
speclibm_2292	0.017241
speclibm_2293	0.012761
speclibm_2294	0.010653
speclibm_2295	0.017241
speclibm_2296	0.012761
speclibm_2297	0.010653
speclibm_2298	0.017241
speclibm_2299	0.012761
speclibm_2300	0.010653
speclibm_2301	0.017241
speclibm_2302	0.012761
speclibm_2303	0.010653
speclibm_2304	0.017241
speclibm_2305	0.012761
speclibm_2306	0.010653
speclibm_2307	0.017241
speclibm_2308	0.012761
speclibm_2309	0.010653
speclibm_2310	0.017241
speclibm_2311	0.012761
speclibm_2312	0.010653
speclibm_2313	0.017241
speclibm_2314	0.012761
speclibm_2315	0.010653
speclibm_2316	0.017241
speclibm_2317	0.012761
speclibm_2318	0.010653
speclibm_2319	0.017241
speclibm_2320	0.012761
speclibm_2321	0.010653
speclibm_2322	0.017241
speclibm_2323	0.012761
speclibm_2324	0.010653
speclibm_2325	0.017271
speclibm_2326	0.012570
speclibm_2327	0.010607
speclibm_2328	0.017271
speclibm_2329	0.012570
speclibm_2330	0.010607
speclibm_2331	0.017271
speclibm_2332	0.012570
speclibm_2333	0.010607
speclibm_2334	0.017271
speclibm_2335	0.012570
speclibm_2336	0.010607
speclibm_2337	0.017271
speclibm_2338	0.012570
speclibm_2339	0.010607
speclibm_2340	0.017271
speclibm_2341	0.012570
speclibm_2342	0.010607
speclibm_2343	0.017271
speclibm_2344	0.012570
speclibm_2345	0.010607
speclibm_2346	0.017271
speclibm_2347	0.012570
speclibm_2348	0.010607
speclibm_2349	0.017271
speclibm_2350	0.012570
speclibm_2351	0.010607
speclibm_2352	0.017271
speclibm_2353	0.012570
speclibm_2354	0.010607
speclibm_2355	0.017271
speclibm_2356	0.012570
speclibm_2357	0.010607
speclibm_2358	0.017271
speclibm_2359	0.012570
speclibm_2360	0.010607
speclibm_2361	0.017271
speclibm_2362	0.012570
speclibm_2363	0.010607
speclibm_2364	0.017271
speclibm_2365	0.012570
speclibm_2366	0.010607
speclibm_2367	0.017271
speclibm_2368	0.012570
speclibm_2369	0.010607
speclibm_2370	0.017271
speclibm_2371	0.012570
speclibm_2372	0.010607
speclibm_2373	0.017271
speclibm_2374	0.012570
speclibm_2375	0.010607
speclibm_2376	0.017271
speclibm_2377	0.012570
speclibm_2378	0.010607
speclibm_2379	0.017271
speclibm_2380	0.012570
speclibm_2381	0.010607
speclibm_2382	0.017271
speclibm_2383	0.012570
speclibm_2384	0.010607
speclibm_2385	0.017271
speclibm_2386	0.012570
speclibm_2387	0.010607
speclibm_2388	0.017271
speclibm_2389	0.012570
speclibm_2390	0.010607
speclibm_2391	0.017271
speclibm_2392	0.012570
speclibm_2393	0.010607
speclibm_2394	0.017271
speclibm_2395	0.012570
speclibm_2396	0.010607
speclibm_2397	0.017271
speclibm_2398	0.012570
speclibm_2399	0.010607
speclibm_2400	0.017271
speclibm_2401	0.012571
speclibm_2402	0.010607
speclibm_2403	0.017271
speclibm_2404	0.012571
speclibm_2405	0.010607
speclibm_2406	0.017271
speclibm_2407	0.012571
speclibm_2408	0.010607
speclibm_2409	0.017271
speclibm_2410	0.012571
speclibm_2411	0.010607
speclibm_2412	0.017271
speclibm_2413	0.012571
speclibm_2414	0.010607
speclibm_2415	0.017271
speclibm_2416	0.012571
speclibm_2417	0.010607
speclibm_2418	0.017271
speclibm_2419	0.012571
speclibm_2420	0.010607
speclibm_2421	0.017271
speclibm_2422	0.012571
speclibm_2423	0.010607
speclibm_2424	0.017271
speclibm_2425	0.012571
speclibm_2426	0.010607
speclibm_2427	0.017271
speclibm_2428	0.012571
speclibm_2429	0.010607
speclibm_2430	0.017271
speclibm_2431	0.012571
speclibm_2432	0.010607
speclibm_2433	0.017271
speclibm_2434	0.012571
speclibm_2435	0.010607
speclibm_2436	0.017271
speclibm_2437	0.012571
speclibm_2438	0.010607
speclibm_2439	0.017271
speclibm_2440	0.012571
speclibm_2441	0.010607
speclibm_2442	0.017271
speclibm_2443	0.012571
speclibm_2444	0.010607
speclibm_2445	0.017271
speclibm_2446	0.012571
speclibm_2447	0.010607
speclibm_2448	0.017271
speclibm_2449	0.012571
speclibm_2450	0.010607
speclibm_2451	0.017271
speclibm_2452	0.012571
speclibm_2453	0.010607
speclibm_2454	0.017271
speclibm_2455	0.012571
speclibm_2456	0.010607
speclibm_2457	0.017271
speclibm_2458	0.012571
speclibm_2459	0.010607
speclibm_2460	0.017271
speclibm_2461	0.012571
speclibm_2462	0.010607
speclibm_2463	0.017271
speclibm_2464	0.012571
speclibm_2465	0.010607
speclibm_2466	0.017271
speclibm_2467	0.012571
speclibm_2468	0.010607
speclibm_2469	0.017271
speclibm_2470	0.012571
speclibm_2471	0.010607
speclibm_2472	0.017271
speclibm_2473	0.012571
speclibm_2474	0.010607
speclibm_2475	0.017271
speclibm_2476	0.012571
speclibm_2477	0.010607
speclibm_2478	0.017271
speclibm_2479	0.012571
speclibm_2480	0.010607
speclibm_2481	0.017271
speclibm_2482	0.012571
speclibm_2483	0.010607
speclibm_2484	0.017271
speclibm_2485	0.012571
speclibm_2486	0.010607
speclibm_2487	0.017271
speclibm_2488	0.012571
speclibm_2489	0.010607
speclibm_2490	0.017271
speclibm_2491	0.012571
speclibm_2492	0.010607
speclibm_2493	0.017271
speclibm_2494	0.012571
speclibm_2495	0.010607
speclibm_2496	0.017271
speclibm_2497	0.012571
speclibm_2498	0.010607
speclibm_2499	0.017271
speclibm_2500	0.012571
speclibm_2501	0.010607
speclibm_2502	0.017271
speclibm_2503	0.012571
speclibm_2504	0.010607
speclibm_2505	0.017271
speclibm_2506	0.012571
speclibm_2507	0.010607
speclibm_2508	0.017271
speclibm_2509	0.012571
speclibm_2510	0.010607
speclibm_2511	0.017271
speclibm_2512	0.012571
speclibm_2513	0.010607
speclibm_2514	0.017271
speclibm_2515	0.012571
speclibm_2516	0.010607
speclibm_2517	0.017271
speclibm_2518	0.012571
speclibm_2519	0.010607
speclibm_2520	0.017271
speclibm_2521	0.012571
speclibm_2522	0.010607
speclibm_2523	0.017271
speclibm_2524	0.012571
speclibm_2525	0.010607
speclibm_2526	0.017271
speclibm_2527	0.012571
speclibm_2528	0.010607
speclibm_2529	0.017271
speclibm_2530	0.012571
speclibm_2531	0.010607
speclibm_2532	0.017271
speclibm_2533	0.012571
speclibm_2534	0.010607
speclibm_2535	0.017271
speclibm_2536	0.012571
speclibm_2537	0.010607
speclibm_2538	0.017271
speclibm_2539	0.012571
speclibm_2540	0.010607
speclibm_2541	0.017271
speclibm_2542	0.012571
speclibm_2543	0.010607
speclibm_2544	0.017271
speclibm_2545	0.012571
speclibm_2546	0.010607
speclibm_2547	0.017271
speclibm_2548	0.012571
speclibm_2549	0.010607
speclibm_2550	0.017271
speclibm_2551	0.012571
speclibm_2552	0.010607
speclibm_2553	0.017271
speclibm_2554	0.012571
speclibm_2555	0.010607
speclibm_2556	0.017271
speclibm_2557	0.012571
speclibm_2558	0.010607
speclibm_2559	0.017271
speclibm_2560	0.012571
speclibm_2561	0.010607
speclibm_2562	0.017271
speclibm_2563	0.012571
speclibm_2564	0.010607
speclibm_2565	0.017271
speclibm_2566	0.012571
speclibm_2567	0.010607
speclibm_2568	0.017271
speclibm_2569	0.012571
speclibm_2570	0.010607
speclibm_2571	0.017271
speclibm_2572	0.012571
speclibm_2573	0.010607
speclibm_2574	0.017271
speclibm_2575	0.012571
speclibm_2576	0.010607
speclibm_2577	0.017271
speclibm_2578	0.012571
speclibm_2579	0.010607
speclibm_2580	0.017271
speclibm_2581	0.012571
speclibm_2582	0.010607
speclibm_2583	0.017271
speclibm_2584	0.012571
speclibm_2585	0.010607
speclibm_2586	0.017271
speclibm_2587	0.012571
speclibm_2588	0.010607
speclibm_2589	0.017271
speclibm_2590	0.012571
speclibm_2591	0.010607
speclibm_2592	0.017271
speclibm_2593	0.012571
speclibm_2594	0.010607
speclibm_2595	0.017271
speclibm_2596	0.012571
speclibm_2597	0.010607
speclibm_2598	0.017271
speclibm_2599	0.012571
speclibm_2600	0.010607
speclibm_2601	0.017271
speclibm_2602	0.012571
speclibm_2603	0.010607
speclibm_2604	0.017271
speclibm_2605	0.012571
speclibm_2606	0.010607
speclibm_2607	0.017271
speclibm_2608	0.012571
speclibm_2609	0.010607
speclibm_2610	0.017271
speclibm_2611	0.012571
speclibm_2612	0.010607
speclibm_2613	0.017271
speclibm_2614	0.012571
speclibm_2615	0.010607
speclibm_2616	0.017271
speclibm_2617	0.012571
speclibm_2618	0.010607
speclibm_2619	0.017271
speclibm_2620	0.012571
speclibm_2621	0.010607
speclibm_2622	0.017271
speclibm_2623	0.012571
speclibm_2624	0.010607
speclibm_2625	0.017271
speclibm_2626	0.012571
speclibm_2627	0.010607
speclibm_2628	0.017271
speclibm_2629	0.012571
speclibm_2630	0.010607
speclibm_2631	0.017271
speclibm_2632	0.012571
speclibm_2633	0.010607
speclibm_2634	0.017271
speclibm_2635	0.012571
speclibm_2636	0.010607
speclibm_2637	0.017271
speclibm_2638	0.012571
speclibm_2639	0.010607
speclibm_2640	0.017271
speclibm_2641	0.012571
speclibm_2642	0.010607
speclibm_2643	0.017271
speclibm_2644	0.012571
speclibm_2645	0.010607
speclibm_2646	0.017271
speclibm_2647	0.012571
speclibm_2648	0.010607
speclibm_2649	0.017271
speclibm_2650	0.012571
speclibm_2651	0.010607
speclibm_2652	0.017271
speclibm_2653	0.012571
speclibm_2654	0.010607
speclibm_2655	0.017271
speclibm_2656	0.012571
speclibm_2657	0.010607
speclibm_2658	0.017271
speclibm_2659	0.012571
speclibm_2660	0.010607
speclibm_2661	0.017271
speclibm_2662	0.012571
speclibm_2663	0.010607
speclibm_2664	0.017271
speclibm_2665	0.012571
speclibm_2666	0.010607
speclibm_2667	0.017271
speclibm_2668	0.012571
speclibm_2669	0.010607
speclibm_2670	0.017271
speclibm_2671	0.012571
speclibm_2672	0.010607
speclibm_2673	0.017271
speclibm_2674	0.012571
speclibm_2675	0.010607
speclibm_2676	0.017271
speclibm_2677	0.012571
speclibm_2678	0.010607
speclibm_2679	0.017271
speclibm_2680	0.012571
speclibm_2681	0.010607
speclibm_2682	0.017271
speclibm_2683	0.012571
speclibm_2684	0.010607
speclibm_2685	0.017271
speclibm_2686	0.012571
speclibm_2687	0.010607
speclibm_2688	0.017271
speclibm_2689	0.012571
speclibm_2690	0.010607
speclibm_2691	0.017271
speclibm_2692	0.012571
speclibm_2693	0.010607
speclibm_2694	0.017271
speclibm_2695	0.012571
speclibm_2696	0.010607
speclibm_2697	0.017271
speclibm_2698	0.012571
speclibm_2699	0.010607
speclibm_2700	0.017271
speclibm_2701	0.012571
speclibm_2702	0.010607
speclibm_2703	0.017271
speclibm_2704	0.012571
speclibm_2705	0.010607
speclibm_2706	0.017271
speclibm_2707	0.012571
speclibm_2708	0.010607
speclibm_2709	0.017271
speclibm_2710	0.012571
speclibm_2711	0.010607
speclibm_2712	0.017271
speclibm_2713	0.012571
speclibm_2714	0.010607
speclibm_2715	0.017271
speclibm_2716	0.012571
speclibm_2717	0.010607
speclibm_2718	0.017271
speclibm_2719	0.012571
speclibm_2720	0.010607
speclibm_2721	0.017271
speclibm_2722	0.012571
speclibm_2723	0.010607
speclibm_2724	0.017271
speclibm_2725	0.012571
speclibm_2726	0.010607
speclibm_2727	0.017271
speclibm_2728	0.012571
speclibm_2729	0.010607
speclibm_2730	0.017271
speclibm_2731	0.012571
speclibm_2732	0.010607
speclibm_2733	0.017271
speclibm_2734	0.012571
speclibm_2735	0.010607
speclibm_2736	0.017271
speclibm_2737	0.012571
speclibm_2738	0.010607
speclibm_2739	0.017271
speclibm_2740	0.012571
speclibm_2741	0.010607
speclibm_2742	0.017271
speclibm_2743	0.012571
speclibm_2744	0.010607
speclibm_2745	0.017271
speclibm_2746	0.012571
speclibm_2747	0.010607
speclibm_2748	0.017271
speclibm_2749	0.012571
speclibm_2750	0.010607
speclibm_2751	0.017271
speclibm_2752	0.012571
speclibm_2753	0.010607
speclibm_2754	0.017271
speclibm_2755	0.012571
speclibm_2756	0.010607
speclibm_2757	0.017271
speclibm_2758	0.012571
speclibm_2759	0.010607
speclibm_2760	0.017271
speclibm_2761	0.012571
speclibm_2762	0.010607
speclibm_2763	0.017271
speclibm_2764	0.012571
speclibm_2765	0.010607
speclibm_2766	0.017271
speclibm_2767	0.012571
speclibm_2768	0.010607
speclibm_2769	0.017271
speclibm_2770	0.012571
speclibm_2771	0.010607
speclibm_2772	0.017271
speclibm_2773	0.012571
speclibm_2774	0.010607
speclibm_2775	0.017271
speclibm_2776	0.012571
speclibm_2777	0.010607
speclibm_2778	0.017271
speclibm_2779	0.012571
speclibm_2780	0.010607
speclibm_2781	0.017271
speclibm_2782	0.012571
speclibm_2783	0.010607
speclibm_2784	0.017271
speclibm_2785	0.012571
speclibm_2786	0.010607
speclibm_2787	0.017271
speclibm_2788	0.012571
speclibm_2789	0.010607
speclibm_2790	0.017271
speclibm_2791	0.012571
speclibm_2792	0.010607
speclibm_2793	0.017271
speclibm_2794	0.012571
speclibm_2795	0.010607
speclibm_2796	0.017271
speclibm_2797	0.012571
speclibm_2798	0.010607
speclibm_2799	0.017271
speclibm_2800	0.012571
speclibm_2801	0.010607
speclibm_2802	0.017271
speclibm_2803	0.012571
speclibm_2804	0.010607
speclibm_2805	0.017271
speclibm_2806	0.012571
speclibm_2807	0.010607
speclibm_2808	0.017271
speclibm_2809	0.012571
speclibm_2810	0.010607
speclibm_2811	0.017271
speclibm_2812	0.012571
speclibm_2813	0.010607
speclibm_2814	0.017271
speclibm_2815	0.012571
speclibm_2816	0.010607
speclibm_2817	0.017271
speclibm_2818	0.012571
speclibm_2819	0.010607
speclibm_2820	0.017271
speclibm_2821	0.012571
speclibm_2822	0.010607
speclibm_2823	0.017271
speclibm_2824	0.012571
speclibm_2825	0.010607
speclibm_2826	0.017271
speclibm_2827	0.012571
speclibm_2828	0.010607
speclibm_2829	0.017271
speclibm_2830	0.012571
speclibm_2831	0.010607
speclibm_2832	0.017271
speclibm_2833	0.012571
speclibm_2834	0.010607
speclibm_2835	0.017271
speclibm_2836	0.012571
speclibm_2837	0.010607
speclibm_2838	0.017271
speclibm_2839	0.012571
speclibm_2840	0.010607
speclibm_2841	0.017271
speclibm_2842	0.012571
speclibm_2843	0.010607
speclibm_2844	0.017271
speclibm_2845	0.012571
speclibm_2846	0.010607
speclibm_2847	0.017271
speclibm_2848	0.012571
speclibm_2849	0.010607
speclibm_2850	0.017271
speclibm_2851	0.012571
speclibm_2852	0.010607
speclibm_2853	0.017271
speclibm_2854	0.012571
speclibm_2855	0.010607
speclibm_2856	0.017271
speclibm_2857	0.012571
speclibm_2858	0.010607
speclibm_2859	0.017271
speclibm_2860	0.012571
speclibm_2861	0.010607
speclibm_2862	0.017271
speclibm_2863	0.012571
speclibm_2864	0.010607
speclibm_2865	0.017271
speclibm_2866	0.012571
speclibm_2867	0.010607
speclibm_2868	0.017271
speclibm_2869	0.012571
speclibm_2870	0.010607
speclibm_2871	0.017271
speclibm_2872	0.012571
speclibm_2873	0.010607
speclibm_2874	0.017271
speclibm_2875	0.012571
speclibm_2876	0.010607
speclibm_2877	0.017271
speclibm_2878	0.012571
speclibm_2879	0.010607
speclibm_2880	0.017271
speclibm_2881	0.012571
speclibm_2882	0.010607
speclibm_2883	0.017271
speclibm_2884	0.012571
speclibm_2885	0.010607
speclibm_2886	0.017271
speclibm_2887	0.012571
speclibm_2888	0.010607
speclibm_2889	0.017271
speclibm_2890	0.012571
speclibm_2891	0.010607
speclibm_2892	0.017271
speclibm_2893	0.012571
speclibm_2894	0.010607
speclibm_2895	0.017271
speclibm_2896	0.012571
speclibm_2897	0.010607
speclibm_2898	0.017271
speclibm_2899	0.012571
speclibm_2900	0.010607
speclibm_2901	0.017271
speclibm_2902	0.012571
speclibm_2903	0.010607
speclibm_2904	0.017271
speclibm_2905	0.012571
speclibm_2906	0.010607
speclibm_2907	0.017271
speclibm_2908	0.012571
speclibm_2909	0.010607
speclibm_2910	0.017271
speclibm_2911	0.012571
speclibm_2912	0.010607
speclibm_2913	0.017271
speclibm_2914	0.012571
speclibm_2915	0.010607
speclibm_2916	0.017271
speclibm_2917	0.012571
speclibm_2918	0.010607
speclibm_2919	0.017271
speclibm_2920	0.012571
speclibm_2921	0.010607
speclibm_2922	0.017271
speclibm_2923	0.012571
speclibm_2924	0.010607
speclibm_2925	0.017271
speclibm_2926	0.012571
speclibm_2927	0.010607
speclibm_2928	0.017271
speclibm_2929	0.012571
speclibm_2930	0.010607
speclibm_2931	0.017271
speclibm_2932	0.012571
speclibm_2933	0.010607
speclibm_2934	0.017271
speclibm_2935	0.012571
speclibm_2936	0.010607
speclibm_2937	0.017271
speclibm_2938	0.012571
speclibm_2939	0.010607
speclibm_2940	0.017271
speclibm_2941	0.012571
speclibm_2942	0.010607
speclibm_2943	0.017271
speclibm_2944	0.012571
speclibm_2945	0.010607
speclibm_2946	0.017271
speclibm_2947	0.012571
speclibm_2948	0.010607
speclibm_2949	0.017271
speclibm_2950	0.012571
speclibm_2951	0.010607
speclibm_2952	0.017271
speclibm_2953	0.012571
speclibm_2954	0.010607
speclibm_2955	0.017271
speclibm_2956	0.012571
speclibm_2957	0.010607
speclibm_2958	0.017271
speclibm_2959	0.012571
speclibm_2960	0.010607
speclibm_2961	0.017271
speclibm_2962	0.012571
speclibm_2963	0.010607
speclibm_2964	0.017271
speclibm_2965	0.012571
speclibm_2966	0.010607
speclibm_2967	0.017271
speclibm_2968	0.012571
speclibm_2969	0.010607
speclibm_2970	0.017271
speclibm_2971	0.012571
speclibm_2972	0.010607
speclibm_2973	0.017271
speclibm_2974	0.012571
speclibm_2975	0.010607
speclibm_2976	0.017271
speclibm_2977	0.012571
speclibm_2978	0.010607
speclibm_2979	0.017271
speclibm_2980	0.012571
speclibm_2981	0.010607
speclibm_2982	0.017271
speclibm_2983	0.012571
speclibm_2984	0.010607
speclibm_2985	0.017271
speclibm_2986	0.012571
speclibm_2987	0.010607
speclibm_2988	0.017271
speclibm_2989	0.012571
speclibm_2990	0.010607
speclibm_2991	0.017271
speclibm_2992	0.012571
speclibm_2993	0.010607
speclibm_2994	0.017271
speclibm_2995	0.012571
speclibm_2996	0.010607
speclibm_2997	0.017271
speclibm_2998	0.012571
speclibm_2999	0.010607
speclibm_3000	0.017555
speclibm_3001	0.012619
speclibm_3002	0.010530
speclibm_3003	0.017555
speclibm_3004	0.012633
speclibm_3005	0.010520
speclibm_3006	0.017554
speclibm_3007	0.012633
speclibm_3008	0.010520
speclibm_3009	0.017554
speclibm_3010	0.012633
speclibm_3011	0.010520
speclibm_3012	0.017554
speclibm_3013	0.012633
speclibm_3014	0.010520
speclibm_3015	0.017554
speclibm_3016	0.012633
speclibm_3017	0.010530
speclibm_3018	0.017554
speclibm_3019	0.012633
speclibm_3020	0.010520
speclibm_3021	0.017554
speclibm_3022	0.012633
speclibm_3023	0.010520
speclibm_3024	0.017554
speclibm_3025	0.012633
speclibm_3026	0.010520
speclibm_3027	0.017554
speclibm_3028	0.012633
speclibm_3029	0.010520
speclibm_3030	0.017554
speclibm_3031	0.012633
speclibm_3032	0.010520
speclibm_3033	0.017554
speclibm_3034	0.012633
speclibm_3035	0.010520
speclibm_3036	0.017554
speclibm_3037	0.012633
speclibm_3038	0.010520
speclibm_3039	0.017554
speclibm_3040	0.012633
speclibm_3041	0.010520
speclibm_3042	0.017554
speclibm_3043	0.012633
speclibm_3044	0.010520
speclibm_3045	0.017554
speclibm_3046	0.012633
speclibm_3047	0.010520
speclibm_3048	0.017554
speclibm_3049	0.012633
speclibm_3050	0.010520
speclibm_3051	0.017554
speclibm_3052	0.012633
speclibm_3053	0.010520
speclibm_3054	0.017554
speclibm_3055	0.012633
speclibm_3056	0.010520
speclibm_3057	0.017554
speclibm_3058	0.012633
speclibm_3059	0.010520
speclibm_3060	0.017554
speclibm_3061	0.012633
speclibm_3062	0.010520
speclibm_3063	0.017554
speclibm_3064	0.012633
speclibm_3065	0.010520
speclibm_3066	0.017554
speclibm_3067	0.012633
speclibm_3068	0.010520
speclibm_3069	0.017554
speclibm_3070	0.012633
speclibm_3071	0.010520
speclibm_3072	0.017554
speclibm_3073	0.012633
speclibm_3074	0.010520
speclibm_3075	0.017598
speclibm_3076	0.012571
speclibm_3077	0.010440
speclibm_3078	0.017598
speclibm_3079	0.012586
speclibm_3080	0.010440
speclibm_3081	0.017598
speclibm_3082	0.012586
speclibm_3083	0.010440
speclibm_3084	0.017598
speclibm_3085	0.012586
speclibm_3086	0.010440
speclibm_3087	0.017598
speclibm_3088	0.012586
speclibm_3089	0.010440
speclibm_3090	0.017598
speclibm_3091	0.012586
speclibm_3092	0.010440
speclibm_3093	0.017598
speclibm_3094	0.012586
speclibm_3095	0.010440
speclibm_3096	0.017598
speclibm_3097	0.012586
speclibm_3098	0.010440
speclibm_3099	0.017598
speclibm_3100	0.012586
speclibm_3101	0.010440
speclibm_3102	0.017598
speclibm_3103	0.012586
speclibm_3104	0.010440
speclibm_3105	0.017598
speclibm_3106	0.012586
speclibm_3107	0.010440
speclibm_3108	0.017598
speclibm_3109	0.012586
speclibm_3110	0.010440
speclibm_3111	0.017598
speclibm_3112	0.012586
speclibm_3113	0.010440
speclibm_3114	0.017598
speclibm_3115	0.012586
speclibm_3116	0.010440
speclibm_3117	0.017598
speclibm_3118	0.012586
speclibm_3119	0.010440
speclibm_3120	0.017598
speclibm_3121	0.012586
speclibm_3122	0.010440
speclibm_3123	0.017598
speclibm_3124	0.012586
speclibm_3125	0.010440
speclibm_3126	0.017598
speclibm_3127	0.012586
speclibm_3128	0.010440
speclibm_3129	0.017598
speclibm_3130	0.012586
speclibm_3131	0.010440
speclibm_3132	0.017598
speclibm_3133	0.012586
speclibm_3134	0.010440
speclibm_3135	0.017598
speclibm_3136	0.012586
speclibm_3137	0.010440
speclibm_3138	0.017598
speclibm_3139	0.012586
speclibm_3140	0.010440
speclibm_3141	0.017598
speclibm_3142	0.012586
speclibm_3143	0.010440
speclibm_3144	0.017598
speclibm_3145	0.012586
speclibm_3146	0.010440
speclibm_3147	0.017598
speclibm_3148	0.012586
speclibm_3149	0.010440
speclibm_3150	0.017597
speclibm_3151	0.012572
speclibm_3152	0.010450
speclibm_3153	0.017597
speclibm_3154	0.012586
speclibm_3155	0.010450
speclibm_3156	0.017597
speclibm_3157	0.012586
speclibm_3158	0.010450
speclibm_3159	0.017597
speclibm_3160	0.012586
speclibm_3161	0.010450
speclibm_3162	0.017597
speclibm_3163	0.012586
speclibm_3164	0.010450
speclibm_3165	0.017597
speclibm_3166	0.012586
speclibm_3167	0.010450
speclibm_3168	0.017597
speclibm_3169	0.012586
speclibm_3170	0.010450
speclibm_3171	0.017597
speclibm_3172	0.012586
speclibm_3173	0.010450
speclibm_3174	0.017597
speclibm_3175	0.012586
speclibm_3176	0.010450
speclibm_3177	0.017597
speclibm_3178	0.012586
speclibm_3179	0.010450
speclibm_3180	0.017597
speclibm_3181	0.012586
speclibm_3182	0.010450
speclibm_3183	0.017597
speclibm_3184	0.012586
speclibm_3185	0.010450
speclibm_3186	0.017597
speclibm_3187	0.012586
speclibm_3188	0.010450
speclibm_3189	0.017597
speclibm_3190	0.012586
speclibm_3191	0.010450
speclibm_3192	0.017597
speclibm_3193	0.012586
speclibm_3194	0.010450
speclibm_3195	0.017597
speclibm_3196	0.012586
speclibm_3197	0.010450
speclibm_3198	0.017597
speclibm_3199	0.012586
speclibm_3200	0.010450
speclibm_3201	0.017597
speclibm_3202	0.012586
speclibm_3203	0.010450
speclibm_3204	0.017597
speclibm_3205	NAN
