Benchmarks	system.cpu.icache.overall_miss_rate::total
speclibm_1141	0.013373
speclibm_1142	0.011052
speclibm_1143	0.018531
speclibm_1144	0.013373
speclibm_1145	0.011052
speclibm_1146	0.018531
speclibm_1147	0.013373
speclibm_1148	0.011052
speclibm_1149	0.018531
speclibm_1150	0.013373
speclibm_1151	0.011052
speclibm_1152	0.018531
speclibm_1153	0.013373
speclibm_1154	0.011052
speclibm_1155	0.018531
speclibm_1156	0.013373
speclibm_1157	0.011052
speclibm_1158	0.018531
speclibm_1159	0.013373
speclibm_1160	0.011052
speclibm_1161	0.018531
speclibm_1162	0.013373
speclibm_1163	0.011052
speclibm_1164	0.018531
speclibm_1165	0.013373
speclibm_1166	0.011052
speclibm_1167	0.018531
speclibm_1168	0.013373
speclibm_1169	0.011052
speclibm_1170	0.018531
speclibm_1171	0.013373
speclibm_1172	0.011052
speclibm_1173	0.018531
speclibm_1174	0.013373
speclibm_1175	0.011052
speclibm_1176	0.018531
speclibm_1177	0.013373
speclibm_1178	0.011052
speclibm_1179	0.018531
speclibm_1180	0.013373
speclibm_1181	0.011052
speclibm_1182	0.018531
speclibm_1183	0.013373
speclibm_1184	0.011052
speclibm_1185	0.018531
speclibm_1186	0.013373
speclibm_1187	0.011052
speclibm_1188	0.018531
speclibm_1189	0.013373
speclibm_1190	0.011052
speclibm_1191	0.018531
speclibm_1192	0.013373
speclibm_1193	0.011052
speclibm_1194	0.018531
speclibm_1195	0.013373
speclibm_1196	0.011052
speclibm_1197	0.018531
speclibm_1198	0.013373
speclibm_1199	0.011052
speclibm_1200	0.018531
speclibm_1201	0.013373
speclibm_1202	0.011042
speclibm_1203	0.018531
speclibm_1204	0.013373
speclibm_1205	0.011052
speclibm_1206	0.018531
speclibm_1207	0.013373
speclibm_1208	0.011052
speclibm_1209	0.018531
speclibm_1210	0.013373
speclibm_1211	0.011052
speclibm_1212	0.018531
speclibm_1213	0.013373
speclibm_1214	0.011052
speclibm_1215	0.018531
speclibm_1216	0.013373
speclibm_1217	0.011052
speclibm_1218	0.018531
speclibm_1219	0.013373
speclibm_1220	0.011052
speclibm_1221	0.018531
speclibm_1222	0.013373
speclibm_1223	0.011052
speclibm_1224	0.018531
speclibm_1225	0.013373
speclibm_1226	0.011052
speclibm_1227	0.018531
speclibm_1228	0.013373
speclibm_1229	0.011052
speclibm_1230	0.018531
speclibm_1231	0.013373
speclibm_1232	0.011052
speclibm_1233	0.018531
speclibm_1234	0.013373
speclibm_1235	0.011052
speclibm_1236	0.018531
speclibm_1237	0.013373
speclibm_1238	0.011052
speclibm_1239	0.018531
speclibm_1240	0.013373
speclibm_1241	0.011052
speclibm_1242	0.018531
speclibm_1243	0.013373
speclibm_1244	0.011052
speclibm_1245	0.018531
speclibm_1246	0.013373
speclibm_1247	0.011052
speclibm_1248	0.018531
speclibm_1249	0.013373
speclibm_1250	0.011052
speclibm_1251	0.018531
speclibm_1252	0.013373
speclibm_1253	0.011052
speclibm_1254	0.018531
speclibm_1255	0.013373
speclibm_1256	0.011052
speclibm_1257	0.018531
speclibm_1258	0.013373
speclibm_1259	0.011052
speclibm_1260	0.018531
speclibm_1261	0.013373
speclibm_1262	0.011052
speclibm_1263	0.018531
speclibm_1264	0.013373
speclibm_1265	0.011052
speclibm_1266	0.018531
speclibm_1267	0.013373
speclibm_1268	0.011052
speclibm_1269	0.018531
speclibm_1270	0.013373
speclibm_1271	0.011052
speclibm_1272	0.018531
speclibm_1273	0.013373
speclibm_1274	0.011052
speclibm_1275	0.018531
speclibm_1276	0.013373
speclibm_1277	0.011042
speclibm_1278	0.018531
speclibm_1279	0.013373
speclibm_1280	0.011052
speclibm_1281	0.018531
speclibm_1282	0.013373
speclibm_1283	0.011052
speclibm_1284	0.018531
speclibm_1285	0.013373
speclibm_1286	0.011052
speclibm_1287	0.018531
speclibm_1288	0.013373
speclibm_1289	0.011052
speclibm_1290	0.018531
speclibm_1291	0.013373
speclibm_1292	0.011052
speclibm_1293	0.018531
speclibm_1294	0.013373
speclibm_1295	0.011052
speclibm_1296	0.018531
speclibm_1297	0.013373
speclibm_1298	0.011052
speclibm_1299	0.018531
speclibm_1300	0.013373
speclibm_1301	0.011052
speclibm_1302	0.018531
speclibm_1303	0.013373
speclibm_1304	0.011052
speclibm_1305	0.018531
speclibm_1306	0.013373
speclibm_1307	0.011052
speclibm_1308	0.018531
speclibm_1309	0.013373
speclibm_1310	0.011052
speclibm_1311	0.018531
speclibm_1312	0.013373
speclibm_1313	0.011052
speclibm_1314	0.018531
speclibm_1315	0.013373
speclibm_1316	0.011052
speclibm_1317	0.018531
speclibm_1318	0.013373
speclibm_1319	0.011052
speclibm_1320	0.018531
speclibm_1321	0.013373
speclibm_1322	0.011052
speclibm_1323	0.018531
speclibm_1324	0.013373
speclibm_1325	0.011052
speclibm_1326	0.018531
speclibm_1327	0.013373
speclibm_1328	0.011052
speclibm_1329	0.018531
speclibm_1330	0.013373
speclibm_1331	0.011052
speclibm_1332	0.018531
speclibm_1333	0.013373
speclibm_1334	0.011052
speclibm_1335	0.018531
speclibm_1336	0.013373
speclibm_1337	0.011052
speclibm_1338	0.018531
speclibm_1339	0.013373
speclibm_1340	0.011052
speclibm_1341	0.018531
speclibm_1342	0.013373
speclibm_1343	0.011052
speclibm_1344	0.018531
speclibm_1345	0.013373
speclibm_1346	0.011052
speclibm_1347	0.018531
speclibm_1348	0.013373
speclibm_1349	0.011052
speclibm_1350	0.018531
speclibm_1351	0.013373
speclibm_1352	0.011042
speclibm_1353	0.018531
speclibm_1354	0.013373
speclibm_1355	0.011052
speclibm_1356	0.018531
speclibm_1357	0.013373
speclibm_1358	0.011052
speclibm_1359	0.018531
speclibm_1360	0.013373
speclibm_1361	0.011052
speclibm_1362	0.018531
speclibm_1363	0.013373
speclibm_1364	0.011052
speclibm_1365	0.018531
speclibm_1366	0.013373
speclibm_1367	0.011052
speclibm_1368	0.018531
speclibm_1369	0.013373
speclibm_1370	0.011052
speclibm_1371	0.018531
speclibm_1372	0.013373
speclibm_1373	0.011052
speclibm_1374	0.018531
speclibm_1375	0.013373
speclibm_1376	0.011052
speclibm_1377	0.018531
speclibm_1378	0.013373
speclibm_1379	0.011052
speclibm_1380	0.018531
speclibm_1381	0.013373
speclibm_1382	0.011052
speclibm_1383	0.018531
speclibm_1384	0.013373
speclibm_1385	0.011052
speclibm_1386	0.018531
speclibm_1387	0.013373
speclibm_1388	0.011052
speclibm_1389	0.018531
speclibm_1390	0.013373
speclibm_1391	0.011052
speclibm_1392	0.018531
speclibm_1393	0.013373
speclibm_1394	0.011052
speclibm_1395	0.018531
speclibm_1396	0.013373
speclibm_1397	0.011052
speclibm_1398	0.018531
speclibm_1399	0.013373
speclibm_1400	0.011052
speclibm_1401	0.018531
speclibm_1402	0.013373
speclibm_1403	0.011052
speclibm_1404	0.018531
speclibm_1405	0.013373
speclibm_1406	0.011052
speclibm_1407	0.018531
speclibm_1408	0.013373
speclibm_1409	0.011052
speclibm_1410	0.018531
speclibm_1411	0.013373
speclibm_1412	0.011052
speclibm_1413	0.018531
speclibm_1414	0.013373
speclibm_1415	0.011052
speclibm_1416	0.018531
speclibm_1417	0.013373
speclibm_1418	0.011052
speclibm_1419	0.018531
speclibm_1420	0.013373
speclibm_1421	0.011052
speclibm_1422	0.018531
speclibm_1423	0.013373
speclibm_1424	0.011052
speclibm_1425	0.018531
speclibm_1426	0.013373
speclibm_1427	0.011042
speclibm_1428	0.018531
speclibm_1429	0.013373
speclibm_1430	0.011052
speclibm_1431	0.018531
speclibm_1432	0.013373
speclibm_1433	0.011052
speclibm_1434	0.018531
speclibm_1435	0.013373
speclibm_1436	0.011052
speclibm_1437	0.018531
speclibm_1438	0.013373
speclibm_1439	0.011052
speclibm_1440	0.018531
speclibm_1441	0.013373
speclibm_1442	0.011052
speclibm_1443	0.018531
speclibm_1444	0.013373
speclibm_1445	0.011052
speclibm_1446	0.018531
speclibm_1447	0.013373
speclibm_1448	0.011052
speclibm_1449	0.018531
speclibm_1450	0.013373
speclibm_1451	0.011052
speclibm_1452	0.018531
speclibm_1453	0.013373
speclibm_1454	0.011052
speclibm_1455	0.018531
speclibm_1456	0.013373
speclibm_1457	0.011052
speclibm_1458	0.018531
speclibm_1459	0.013373
speclibm_1460	0.011052
speclibm_1461	0.018531
speclibm_1462	0.013373
speclibm_1463	0.011052
speclibm_1464	0.018531
speclibm_1465	0.013373
speclibm_1466	0.011052
speclibm_1467	0.018531
speclibm_1468	0.013373
speclibm_1469	0.011052
speclibm_1470	0.018531
speclibm_1471	0.013373
speclibm_1472	0.011052
speclibm_1473	0.018531
speclibm_1474	0.013373
speclibm_1475	0.011052
speclibm_1476	0.018531
speclibm_1477	0.013373
speclibm_1478	0.011052
speclibm_1479	0.018531
speclibm_1480	0.013373
speclibm_1481	0.011052
speclibm_1482	0.018531
speclibm_1483	0.013373
speclibm_1484	0.011052
speclibm_1485	0.018531
speclibm_1486	0.013373
speclibm_1487	0.011052
speclibm_1488	0.018531
speclibm_1489	0.013373
speclibm_1490	0.011052
speclibm_1491	0.018531
speclibm_1492	0.013373
speclibm_1493	0.011052
speclibm_1494	0.018531
speclibm_1495	0.013373
speclibm_1496	0.011052
speclibm_1497	0.018531
speclibm_1498	0.013373
speclibm_1499	0.011052
speclibm_1500	0.017293
speclibm_1501	0.012823
speclibm_1502	0.010684
speclibm_1503	0.017293
speclibm_1504	0.012823
speclibm_1505	0.010674
speclibm_1506	0.017292
speclibm_1507	0.012823
speclibm_1508	0.010674
speclibm_1509	0.017292
speclibm_1510	0.012823
speclibm_1511	0.010674
speclibm_1512	0.017292
speclibm_1513	0.012823
speclibm_1514	0.010674
speclibm_1515	0.017292
speclibm_1516	0.012823
speclibm_1517	0.010684
speclibm_1518	0.017292
speclibm_1519	0.012823
speclibm_1520	0.010674
speclibm_1521	0.017292
speclibm_1522	0.012823
speclibm_1523	0.010674
speclibm_1524	0.017292
speclibm_1525	0.012823
speclibm_1526	0.010674
speclibm_1527	0.017292
speclibm_1528	0.012823
speclibm_1529	0.010674
speclibm_1530	0.017292
speclibm_1531	0.012823
speclibm_1532	0.010674
speclibm_1533	0.017292
speclibm_1534	0.012823
speclibm_1535	0.010674
speclibm_1536	0.017292
speclibm_1537	0.012823
speclibm_1538	0.010674
speclibm_1539	0.017292
speclibm_1540	0.012823
speclibm_1541	0.010674
speclibm_1542	0.017292
speclibm_1543	0.012823
speclibm_1544	0.010674
speclibm_1545	0.017292
speclibm_1546	0.012823
speclibm_1547	0.010674
speclibm_1548	0.017292
speclibm_1549	0.012823
speclibm_1550	0.010674
speclibm_1551	0.017292
speclibm_1552	0.012823
speclibm_1553	0.010674
speclibm_1554	0.017292
speclibm_1555	0.012823
speclibm_1556	0.010674
speclibm_1557	0.017292
speclibm_1558	0.012823
speclibm_1559	0.010674
speclibm_1560	0.017292
speclibm_1561	0.012823
speclibm_1562	0.010674
speclibm_1563	0.017292
speclibm_1564	0.012823
speclibm_1565	0.010674
speclibm_1566	0.017292
speclibm_1567	0.012823
speclibm_1568	0.010674
speclibm_1569	0.017292
speclibm_1570	0.012823
speclibm_1571	0.010674
speclibm_1572	0.017292
speclibm_1573	0.012823
speclibm_1574	0.010674
speclibm_1575	0.017267
speclibm_1576	0.012598
speclibm_1577	0.010615
speclibm_1578	0.017267
speclibm_1579	0.012598
speclibm_1580	0.010615
speclibm_1581	0.017267
speclibm_1582	0.012598
speclibm_1583	0.010615
speclibm_1584	0.017267
speclibm_1585	0.012598
speclibm_1586	0.010615
speclibm_1587	0.017267
speclibm_1588	0.012598
speclibm_1589	0.010615
speclibm_1590	0.017267
speclibm_1591	0.012598
speclibm_1592	0.010615
speclibm_1593	0.017267
speclibm_1594	0.012598
speclibm_1595	0.010615
speclibm_1596	0.017267
speclibm_1597	0.012598
speclibm_1598	0.010615
speclibm_1599	0.017267
speclibm_1600	0.012598
speclibm_1601	0.010615
speclibm_1602	0.017267
speclibm_1603	0.012598
speclibm_1604	0.010615
speclibm_1605	0.017267
speclibm_1606	0.012598
speclibm_1607	0.010615
speclibm_1608	0.017267
speclibm_1609	0.012598
speclibm_1610	0.010615
speclibm_1611	0.017267
speclibm_1612	0.012598
speclibm_1613	0.010615
speclibm_1614	0.017267
speclibm_1615	0.012598
speclibm_1616	0.010615
speclibm_1617	0.017267
speclibm_1618	0.012598
speclibm_1619	0.010615
speclibm_1620	0.017267
speclibm_1621	0.012598
speclibm_1622	0.010615
speclibm_1623	0.017267
speclibm_1624	0.012598
speclibm_1625	0.010615
speclibm_1626	0.017267
speclibm_1627	0.012598
speclibm_1628	0.010615
speclibm_1629	0.017267
speclibm_1630	0.012598
speclibm_1631	0.010615
speclibm_1632	0.017267
speclibm_1633	0.012598
speclibm_1634	0.010615
speclibm_1635	0.017267
speclibm_1636	0.012598
speclibm_1637	0.010615
speclibm_1638	0.017267
speclibm_1639	0.012598
speclibm_1640	0.010615
speclibm_1641	0.017267
speclibm_1642	0.012598
speclibm_1643	0.010615
speclibm_1644	0.017267
speclibm_1645	0.012598
speclibm_1646	0.010615
speclibm_1647	0.017267
speclibm_1648	0.012598
speclibm_1649	0.010615
speclibm_1650	0.017266
speclibm_1651	0.012599
speclibm_1652	0.010626
speclibm_1653	0.017266
speclibm_1654	0.012599
speclibm_1655	0.010626
speclibm_1656	0.017266
speclibm_1657	0.012599
speclibm_1658	0.010626
speclibm_1659	0.017266
speclibm_1660	0.012599
speclibm_1661	0.010626
speclibm_1662	0.017266
speclibm_1663	0.012599
speclibm_1664	0.010626
speclibm_1665	0.017266
speclibm_1666	0.012599
speclibm_1667	0.010626
speclibm_1668	0.017266
speclibm_1669	0.012599
speclibm_1670	0.010626
speclibm_1671	0.017266
speclibm_1672	0.012599
speclibm_1673	0.010626
speclibm_1674	0.017266
speclibm_1675	0.012599
speclibm_1676	0.010626
speclibm_1677	0.017266
speclibm_1678	0.012599
speclibm_1679	0.010626
speclibm_1680	0.017266
speclibm_1681	0.012599
speclibm_1682	0.010626
speclibm_1683	0.017266
speclibm_1684	0.012599
speclibm_1685	0.010626
speclibm_1686	0.017266
speclibm_1687	0.012599
speclibm_1688	0.010626
speclibm_1689	0.017266
speclibm_1690	0.012599
speclibm_1691	0.010626
speclibm_1692	0.017266
speclibm_1693	0.012599
speclibm_1694	0.010626
speclibm_1695	0.017266
speclibm_1696	0.012599
speclibm_1697	0.010626
speclibm_1698	0.017266
speclibm_1699	0.012599
speclibm_1700	0.010626
speclibm_1701	0.017266
speclibm_1702	0.012599
speclibm_1703	0.010626
speclibm_1704	0.017266
speclibm_1705	0.012599
speclibm_1706	0.010626
speclibm_1707	0.017266
speclibm_1708	0.012599
speclibm_1709	0.010626
speclibm_1710	0.017266
speclibm_1711	0.012599
speclibm_1712	0.010626
speclibm_1713	0.017266
speclibm_1714	0.012599
speclibm_1715	0.010626
speclibm_1716	0.017266
speclibm_1717	0.012599
speclibm_1718	0.010626
speclibm_1719	0.017266
speclibm_1720	0.012599
speclibm_1721	0.010626
speclibm_1722	0.017266
speclibm_1723	0.012599
speclibm_1724	0.010626
speclibm_1725	0.017266
speclibm_1726	0.012569
speclibm_1727	0.010607
speclibm_1728	0.017266
speclibm_1729	0.012599
speclibm_1730	0.010607
speclibm_1731	0.017266
speclibm_1732	0.012599
speclibm_1733	0.010607
speclibm_1734	0.017266
speclibm_1735	0.012599
speclibm_1736	0.010607
speclibm_1737	0.017266
speclibm_1738	0.012599
speclibm_1739	0.010607
speclibm_1740	0.017266
speclibm_1741	0.012599
speclibm_1742	0.010607
speclibm_1743	0.017266
speclibm_1744	0.012599
speclibm_1745	0.010607
speclibm_1746	0.017266
speclibm_1747	0.012599
speclibm_1748	0.010607
speclibm_1749	0.017266
speclibm_1750	0.012599
speclibm_1751	0.010607
speclibm_1752	0.017266
speclibm_1753	0.012599
speclibm_1754	0.010607
speclibm_1755	0.017266
speclibm_1756	0.012599
speclibm_1757	0.010607
speclibm_1758	0.017266
speclibm_1759	0.012599
speclibm_1760	0.010607
speclibm_1761	0.017266
speclibm_1762	0.012599
speclibm_1763	0.010607
speclibm_1764	0.017266
speclibm_1765	0.012599
speclibm_1766	0.010607
speclibm_1767	0.017266
speclibm_1768	0.012599
speclibm_1769	0.010607
speclibm_1770	0.017266
speclibm_1771	0.012599
speclibm_1772	0.010607
speclibm_1773	0.017266
speclibm_1774	0.012599
speclibm_1775	0.010607
speclibm_1776	0.017266
speclibm_1777	0.012599
speclibm_1778	0.010607
speclibm_1779	0.017266
speclibm_1780	0.012599
speclibm_1781	0.010607
speclibm_1782	0.017266
speclibm_1783	0.012599
speclibm_1784	0.010607
speclibm_1785	0.017266
speclibm_1786	0.012599
speclibm_1787	0.010607
speclibm_1788	0.017266
speclibm_1789	0.012599
speclibm_1790	0.010607
speclibm_1791	0.017266
speclibm_1792	0.012599
speclibm_1793	0.010607
speclibm_1794	0.017266
speclibm_1795	0.012599
speclibm_1796	0.010607
speclibm_1797	0.017266
speclibm_1798	0.012599
speclibm_1799	0.010607
speclibm_1800	0.017267
speclibm_1801	0.012571
speclibm_1802	0.010626
speclibm_1803	0.017267
speclibm_1804	0.012600
speclibm_1805	0.010626
speclibm_1806	0.017267
speclibm_1807	0.012600
speclibm_1808	0.010626
speclibm_1809	0.017267
speclibm_1810	0.012600
speclibm_1811	0.010626
speclibm_1812	0.017267
speclibm_1813	0.012600
speclibm_1814	0.010626
speclibm_1815	0.017267
speclibm_1816	0.012600
speclibm_1817	0.010626
speclibm_1818	0.017267
speclibm_1819	0.012600
speclibm_1820	0.010626
speclibm_1821	0.017267
speclibm_1822	0.012600
speclibm_1823	0.010626
speclibm_1824	0.017267
speclibm_1825	0.012600
speclibm_1826	0.010626
speclibm_1827	0.017267
speclibm_1828	0.012600
speclibm_1829	0.010626
speclibm_1830	0.017267
speclibm_1831	0.012600
speclibm_1832	0.010626
speclibm_1833	0.017267
speclibm_1834	0.012600
speclibm_1835	0.010626
speclibm_1836	0.017267
speclibm_1837	0.012600
speclibm_1838	0.010626
speclibm_1839	0.017267
speclibm_1840	0.012600
speclibm_1841	0.010626
speclibm_1842	0.017267
speclibm_1843	0.012600
speclibm_1844	0.010626
speclibm_1845	0.017267
speclibm_1846	0.012600
speclibm_1847	0.010626
speclibm_1848	0.017267
speclibm_1849	0.012600
speclibm_1850	0.010626
speclibm_1851	0.017267
speclibm_1852	0.012600
speclibm_1853	0.010626
speclibm_1854	0.017267
speclibm_1855	0.012600
speclibm_1856	0.010626
speclibm_1857	0.017267
speclibm_1858	0.012600
speclibm_1859	0.010626
speclibm_1860	0.017267
speclibm_1861	0.012600
speclibm_1862	0.010626
speclibm_1863	0.017267
speclibm_1864	0.012600
speclibm_1865	0.010626
speclibm_1866	0.017267
speclibm_1867	0.012600
speclibm_1868	0.010626
speclibm_1869	0.017267
speclibm_1870	0.012600
speclibm_1871	0.010626
speclibm_1872	0.017267
speclibm_1873	0.012600
speclibm_1874	0.010626
speclibm_1875	0.017295
speclibm_1876	0.012810
speclibm_1877	0.010656
speclibm_1878	0.017295
speclibm_1879	0.012810
speclibm_1880	0.010656
speclibm_1881	0.017295
speclibm_1882	0.012810
speclibm_1883	0.010656
speclibm_1884	0.017295
speclibm_1885	0.012810
speclibm_1886	0.010656
speclibm_1887	0.017295
speclibm_1888	0.012810
speclibm_1889	0.010656
speclibm_1890	0.017295
speclibm_1891	0.012810
speclibm_1892	0.010656
speclibm_1893	0.017295
speclibm_1894	0.012810
speclibm_1895	0.010656
speclibm_1896	0.017295
speclibm_1897	0.012810
speclibm_1898	0.010656
speclibm_1899	0.017295
speclibm_1900	0.012810
speclibm_1901	0.010656
speclibm_1902	0.017295
speclibm_1903	0.012810
speclibm_1904	0.010656
speclibm_1905	0.017295
speclibm_1906	0.012810
speclibm_1907	0.010656
speclibm_1908	0.017295
speclibm_1909	0.012810
speclibm_1910	0.010656
speclibm_1911	0.017295
speclibm_1912	0.012810
speclibm_1913	0.010656
speclibm_1914	0.017295
speclibm_1915	0.012810
speclibm_1916	0.010656
speclibm_1917	0.017295
speclibm_1918	0.012810
speclibm_1919	0.010656
speclibm_1920	0.017295
speclibm_1921	0.012810
speclibm_1922	0.010656
speclibm_1923	0.017295
speclibm_1924	0.012810
speclibm_1925	0.010656
speclibm_1926	0.017295
speclibm_1927	0.012810
speclibm_1928	0.010656
speclibm_1929	0.017295
speclibm_1930	0.012810
speclibm_1931	0.010656
speclibm_1932	0.017295
speclibm_1933	0.012810
speclibm_1934	0.010656
speclibm_1935	0.017295
speclibm_1936	0.012810
speclibm_1937	0.010656
speclibm_1938	0.017295
speclibm_1939	0.012810
speclibm_1940	0.010656
speclibm_1941	0.017295
speclibm_1942	0.012810
speclibm_1943	0.010656
speclibm_1944	0.017295
speclibm_1945	0.012810
speclibm_1946	0.010656
speclibm_1947	0.017295
speclibm_1948	0.012810
speclibm_1949	0.010656
speclibm_1950	0.017268
speclibm_1951	0.012569
speclibm_1952	0.010606
speclibm_1953	0.017268
speclibm_1954	0.012599
speclibm_1955	0.010606
speclibm_1956	0.017268
speclibm_1957	0.012599
speclibm_1958	0.010606
speclibm_1959	0.017268
speclibm_1960	0.012599
speclibm_1961	0.010606
speclibm_1962	0.017268
speclibm_1963	0.012599
speclibm_1964	0.010606
speclibm_1965	0.017268
speclibm_1966	0.012599
speclibm_1967	0.010606
speclibm_1968	0.017268
speclibm_1969	0.012599
speclibm_1970	0.010606
speclibm_1971	0.017268
speclibm_1972	0.012599
speclibm_1973	0.010606
speclibm_1974	0.017268
speclibm_1975	0.012599
speclibm_1976	0.010606
speclibm_1977	0.017268
speclibm_1978	0.012599
speclibm_1979	0.010606
speclibm_1980	0.017268
speclibm_1981	0.012599
speclibm_1982	0.010606
speclibm_1983	0.017268
speclibm_1984	0.012599
speclibm_1985	0.010606
speclibm_1986	0.017268
speclibm_1987	0.012599
speclibm_1988	0.010606
speclibm_1989	0.017268
speclibm_1990	0.012599
speclibm_1991	0.010606
speclibm_1992	0.017268
speclibm_1993	0.012599
speclibm_1994	0.010606
speclibm_1995	0.017268
speclibm_1996	0.012599
speclibm_1997	0.010606
speclibm_1998	0.017268
speclibm_1999	0.012599
speclibm_2000	0.010606
speclibm_2001	0.017268
speclibm_2002	0.012599
speclibm_2003	0.010606
speclibm_2004	0.017268
speclibm_2005	0.012599
speclibm_2006	0.010606
speclibm_2007	0.017268
speclibm_2008	0.012599
speclibm_2009	0.010606
speclibm_2010	0.017268
speclibm_2011	0.012599
speclibm_2012	0.010606
speclibm_2013	0.017268
speclibm_2014	0.012599
speclibm_2015	0.010606
speclibm_2016	0.017268
speclibm_2017	0.012599
speclibm_2018	0.010606
speclibm_2019	0.017268
speclibm_2020	0.012599
speclibm_2021	0.010606
speclibm_2022	0.017268
speclibm_2023	0.012599
speclibm_2024	0.010606
speclibm_2025	0.017270
speclibm_2026	0.012571
speclibm_2027	0.010607
speclibm_2028	0.017270
speclibm_2029	0.012571
speclibm_2030	0.010607
speclibm_2031	0.017270
speclibm_2032	0.012571
speclibm_2033	0.010607
speclibm_2034	0.017270
speclibm_2035	0.012571
speclibm_2036	0.010607
speclibm_2037	0.017270
speclibm_2038	0.012571
speclibm_2039	0.010607
speclibm_2040	0.017270
speclibm_2041	0.012571
speclibm_2042	0.010607
speclibm_2043	0.017270
speclibm_2044	0.012571
speclibm_2045	0.010607
speclibm_2046	0.017270
speclibm_2047	0.012571
speclibm_2048	0.010607
speclibm_2049	0.017270
speclibm_2050	0.012571
speclibm_2051	0.010607
speclibm_2052	0.017270
speclibm_2053	0.012571
speclibm_2054	0.010607
speclibm_2055	0.017270
speclibm_2056	0.012571
speclibm_2057	0.010607
speclibm_2058	0.017270
speclibm_2059	0.012571
speclibm_2060	0.010607
speclibm_2061	0.017270
speclibm_2062	0.012571
speclibm_2063	0.010607
speclibm_2064	0.017270
speclibm_2065	0.012571
speclibm_2066	0.010607
speclibm_2067	0.017270
speclibm_2068	0.012571
speclibm_2069	0.010607
speclibm_2070	0.017270
speclibm_2071	0.012571
speclibm_2072	0.010607
speclibm_2073	0.017270
speclibm_2074	0.012571
speclibm_2075	0.010607
speclibm_2076	0.017270
speclibm_2077	0.012571
speclibm_2078	0.010607
speclibm_2079	0.017270
speclibm_2080	0.012571
speclibm_2081	0.010607
speclibm_2082	0.017270
speclibm_2083	0.012571
speclibm_2084	0.010607
speclibm_2085	0.017270
speclibm_2086	0.012571
speclibm_2087	0.010607
speclibm_2088	0.017270
speclibm_2089	0.012571
speclibm_2090	0.010607
speclibm_2091	0.017270
speclibm_2092	0.012571
speclibm_2093	0.010607
speclibm_2094	0.017270
speclibm_2095	0.012571
speclibm_2096	0.010607
speclibm_2097	0.017270
speclibm_2098	0.012571
speclibm_2099	0.010607
speclibm_2100	0.017271
speclibm_2101	0.012571
speclibm_2102	0.010607
speclibm_2103	0.017271
speclibm_2104	0.012571
speclibm_2105	0.010607
speclibm_2106	0.017271
speclibm_2107	0.012571
speclibm_2108	0.010607
speclibm_2109	0.017271
speclibm_2110	0.012571
speclibm_2111	0.010607
speclibm_2112	0.017271
speclibm_2113	0.012571
speclibm_2114	0.010607
speclibm_2115	0.017271
speclibm_2116	0.012571
speclibm_2117	0.010607
speclibm_2118	0.017271
speclibm_2119	0.012571
speclibm_2120	0.010607
speclibm_2121	0.017271
speclibm_2122	0.012571
speclibm_2123	0.010607
speclibm_2124	0.017271
speclibm_2125	0.012571
speclibm_2126	0.010607
speclibm_2127	0.017271
speclibm_2128	0.012571
speclibm_2129	0.010607
speclibm_2130	0.017271
speclibm_2131	0.012571
speclibm_2132	0.010607
speclibm_2133	0.017271
speclibm_2134	0.012571
speclibm_2135	0.010607
speclibm_2136	0.017271
speclibm_2137	0.012571
speclibm_2138	0.010607
speclibm_2139	0.017271
speclibm_2140	0.012571
speclibm_2141	0.010607
speclibm_2142	0.017271
speclibm_2143	0.012571
speclibm_2144	0.010607
speclibm_2145	0.017271
speclibm_2146	0.012571
speclibm_2147	0.010607
speclibm_2148	0.017271
speclibm_2149	0.012571
speclibm_2150	0.010607
speclibm_2151	0.017271
speclibm_2152	0.012571
speclibm_2153	0.010607
speclibm_2154	0.017271
speclibm_2155	0.012571
speclibm_2156	0.010607
speclibm_2157	0.017271
speclibm_2158	0.012571
speclibm_2159	0.010607
speclibm_2160	0.017271
speclibm_2161	0.012571
speclibm_2162	0.010607
speclibm_2163	0.017271
speclibm_2164	0.012571
speclibm_2165	0.010607
speclibm_2166	0.017271
speclibm_2167	0.012571
speclibm_2168	0.010607
speclibm_2169	0.017271
speclibm_2170	0.012571
speclibm_2171	0.010607
speclibm_2172	0.017271
speclibm_2173	0.012571
speclibm_2174	0.010607
speclibm_2175	0.017271
speclibm_2176	0.012571
speclibm_2177	0.010607
speclibm_2178	0.017271
speclibm_2179	0.012571
speclibm_2180	0.010607
speclibm_2181	0.017271
speclibm_2182	0.012571
speclibm_2183	0.010607
speclibm_2184	0.017271
speclibm_2185	0.012571
speclibm_2186	0.010607
speclibm_2187	0.017271
speclibm_2188	0.012571
speclibm_2189	0.010607
speclibm_2190	0.017271
speclibm_2191	0.012571
speclibm_2192	0.010607
speclibm_2193	0.017271
speclibm_2194	0.012571
speclibm_2195	0.010607
speclibm_2196	0.017271
speclibm_2197	0.012571
speclibm_2198	0.010607
speclibm_2199	0.017271
speclibm_2200	0.012571
speclibm_2201	0.010607
speclibm_2202	0.017271
speclibm_2203	0.012571
speclibm_2204	0.010607
speclibm_2205	0.017271
speclibm_2206	0.012571
speclibm_2207	0.010607
speclibm_2208	0.017271
speclibm_2209	0.012571
speclibm_2210	0.010607
speclibm_2211	0.017271
speclibm_2212	0.012571
speclibm_2213	0.010607
speclibm_2214	0.017271
