0.002219,6240128.0
0.002641,6240064.0
0.002640,6240032.0
0.002021,8320128.0
0.002013,8320064.0
0.001996,8320032.0
0.002558,12480128.0
0.002606,12480064.0
0.001970,12480032.0
0.003926,20800128.0
0.002012,20800064.0
0.002606,20800032.0
0.002012,37440128.0
0.002558,37440064.0
0.002641,37440032.0
0.002178,10080128.0
0.001970,10080064.0
0.002652,10080032.0
0.002649,13440128.0
0.003901,13440064.0
0.003900,13440032.0
0.002019,20160128.0
0.003901,20160064.0
0.002584,20160032.0
0.003900,33600128.0
0.003951,33600064.0
0.003904,33600032.0
0.002605,60480128.0
0.002640,60480064.0
0.002638,60480032.0
0.003961,17760128.0
0.002021,17760064.0
0.002638,17760032.0
0.003927,23680128.0
0.002559,23680064.0
0.002558,23680032.0
0.001971,35520128.0
0.002558,35520064.0
0.002699,35520032.0
0.002685,59200128.0
0.003962,59200064.0
0.002657,59200032.0
0.002194,106560128.0
0.003917,106560064.0
0.002074,106560032.0
0.002021,32400128.0
0.002013,32400064.0
0.002638,32400032.0
0.002606,43200128.0
0.002606,43200064.0
0.001971,43200032.0
0.002178,64800128.0
0.003951,64800064.0
0.002653,64800032.0
0.002012,108000128.0
0.002607,108000064.0
0.001996,108000032.0
0.001970,194400128.0
0.002558,194400064.0
0.003901,194400032.0
0.002021,62400128.0
0.003942,62400064.0
0.002638,62400032.0
0.002607,83200128.0
0.002606,83200064.0
0.003901,83200032.0
0.002558,124800128.0
0.002023,124800064.0
0.003952,124800032.0
0.002012,208000128.0
0.003927,208000064.0
0.002606,208000032.0
0.002559,374400128.0
0.002558,374400064.0
0.001970,374400032.0
0.003961,8320128.0
0.003961,8320064.0
0.002058,8320032.0
0.003935,10400128.0
0.002023,10400064.0
0.003909,10400032.0
0.002022,14560128.0
0.002586,14560064.0
0.002653,14560032.0
0.002021,22880128.0
0.001996,22880064.0
0.002606,22880032.0
0.001970,39520128.0
0.001970,39520064.0
0.003901,39520032.0
0.002654,13440128.0
0.002021,13440064.0
0.002012,13440032.0
