0.002219,8000,1,8000,1,128000,1,128
0.002641,8000,1,8000,1,128000,1,64
0.002640,8000,1,8000,1,128000,1,32
0.002021,8000,1,8000,1,128000,2,128
0.002013,8000,1,8000,1,128000,2,64
0.001996,8000,1,8000,1,128000,2,32
0.002558,8000,1,8000,1,128000,4,128
0.002606,8000,1,8000,1,128000,4,64
0.001970,8000,1,8000,1,128000,4,32
0.003926,8000,1,8000,1,128000,8,128
0.002012,8000,1,8000,1,128000,8,64
0.002606,8000,1,8000,1,128000,8,32
0.002012,8000,1,8000,1,128000,16,128
0.002558,8000,1,8000,1,128000,16,64
0.002641,8000,1,8000,1,128000,16,32
0.002178,8000,1,8000,1,256000,1,128
0.001970,8000,1,8000,1,256000,1,64
0.002652,8000,1,8000,1,256000,1,32
0.002649,8000,1,8000,1,256000,2,128
0.003901,8000,1,8000,1,256000,2,64
0.003900,8000,1,8000,1,256000,2,32
0.002019,8000,1,8000,1,256000,4,128
0.003901,8000,1,8000,1,256000,4,64
0.002584,8000,1,8000,1,256000,4,32
0.003900,8000,1,8000,1,256000,8,128
0.003951,8000,1,8000,1,256000,8,64
0.003904,8000,1,8000,1,256000,8,32
0.002605,8000,1,8000,1,256000,16,128
0.002640,8000,1,8000,1,256000,16,64
0.002638,8000,1,8000,1,256000,16,32
0.003961,8000,1,8000,1,512000,1,128
0.002021,8000,1,8000,1,512000,1,64
0.002638,8000,1,8000,1,512000,1,32
0.003927,8000,1,8000,1,512000,2,128
0.002559,8000,1,8000,1,512000,2,64
0.002558,8000,1,8000,1,512000,2,32
0.001971,8000,1,8000,1,512000,4,128
0.002558,8000,1,8000,1,512000,4,64
0.002699,8000,1,8000,1,512000,4,32
0.002685,8000,1,8000,1,512000,8,128
0.003962,8000,1,8000,1,512000,8,64
0.002657,8000,1,8000,1,512000,8,32
0.002194,8000,1,8000,1,512000,16,128
0.003917,8000,1,8000,1,512000,16,64
0.002074,8000,1,8000,1,512000,16,32
0.002021,8000,1,8000,1,1000000,1,128
0.002013,8000,1,8000,1,1000000,1,64
0.002638,8000,1,8000,1,1000000,1,32
0.002606,8000,1,8000,1,1000000,2,128
0.002606,8000,1,8000,1,1000000,2,64
0.001971,8000,1,8000,1,1000000,2,32
0.002178,8000,1,8000,1,1000000,4,128
0.003951,8000,1,8000,1,1000000,4,64
0.002653,8000,1,8000,1,1000000,4,32
0.002012,8000,1,8000,1,1000000,8,128
0.002607,8000,1,8000,1,1000000,8,64
0.001996,8000,1,8000,1,1000000,8,32
0.001970,8000,1,8000,1,1000000,16,128
0.002558,8000,1,8000,1,1000000,16,64
0.003901,8000,1,8000,1,1000000,16,32
0.002021,8000,1,8000,1,2000000,1,128
0.003942,8000,1,8000,1,2000000,1,64
0.002638,8000,1,8000,1,2000000,1,32
0.002607,8000,1,8000,1,2000000,2,128
0.002606,8000,1,8000,1,2000000,2,64
0.003901,8000,1,8000,1,2000000,2,32
0.002558,8000,1,8000,1,2000000,4,128
0.002023,8000,1,8000,1,2000000,4,64
0.003952,8000,1,8000,1,2000000,4,32
0.002012,8000,1,8000,1,2000000,8,128
0.003927,8000,1,8000,1,2000000,8,64
0.002606,8000,1,8000,1,2000000,8,32
0.002559,8000,1,8000,1,2000000,16,128
0.002558,8000,1,8000,1,2000000,16,64
0.001970,8000,1,8000,1,2000000,16,32
0.003961,8000,1,8000,2,128000,1,128
0.003961,8000,1,8000,2,128000,1,64
0.002058,8000,1,8000,2,128000,1,32
0.003935,8000,1,8000,2,128000,2,128
0.002023,8000,1,8000,2,128000,2,64
0.003909,8000,1,8000,2,128000,2,32
0.002022,8000,1,8000,2,128000,4,128
0.002586,8000,1,8000,2,128000,4,64
0.002653,8000,1,8000,2,128000,4,32
0.002021,8000,1,8000,2,128000,8,128
0.001996,8000,1,8000,2,128000,8,64
0.002606,8000,1,8000,2,128000,8,32
0.001970,8000,1,8000,2,128000,16,128
0.001970,8000,1,8000,2,128000,16,64
0.003901,8000,1,8000,2,128000,16,32
0.002654,8000,1,8000,2,256000,1,128
0.002021,8000,1,8000,2,256000,1,64
0.002012,8000,1,8000,2,256000,1,32
0.002607,8000,1,8000,2,256000,2,128
0.003926,8000,1,8000,2,256000,2,64
0.003901,8000,1,8000,2,256000,2,32
0.002558,8000,1,8000,2,256000,4,128
0.002558,8000,1,8000,2,256000,4,64
0.002021,8000,1,8000,2,256000,4,32
0.002012,8000,1,8000,2,256000,8,128
0.002638,8000,1,8000,2,256000,8,64
0.001996,8000,1,8000,2,256000,8,32
0.003901,8000,1,8000,2,256000,16,128
0.003901,8000,1,8000,2,256000,16,64
0.001970,8000,1,8000,2,256000,16,32
0.002654,8000,1,8000,2,512000,1,128
0.002012,8000,1,8000,2,512000,1,64
0.002012,8000,1,8000,2,512000,1,32
0.001996,8000,1,8000,2,512000,2,128
0.002606,8000,1,8000,2,512000,2,64
0.001970,8000,1,8000,2,512000,2,32
0.003901,8000,1,8000,2,512000,4,128
0.001970,8000,1,8000,2,512000,4,64
0.004006,8000,1,8000,2,512000,4,32
0.002650,8000,1,8000,2,512000,8,128
0.002606,8000,1,8000,2,512000,8,64
0.002617,8000,1,8000,2,512000,8,32
0.003904,8000,1,8000,2,512000,16,128
0.002606,8000,1,8000,2,512000,16,64
0.003904,8000,1,8000,2,512000,16,32
0.002654,8000,1,8000,2,1000000,1,128
0.002012,8000,1,8000,2,1000000,1,64
0.002638,8000,1,8000,2,1000000,1,32
0.003927,8000,1,8000,2,1000000,2,128
0.002606,8000,1,8000,2,1000000,2,64
0.002558,8000,1,8000,2,1000000,2,32
0.003901,8000,1,8000,2,1000000,4,128
0.002023,8000,1,8000,2,1000000,4,64
0.004001,8000,1,8000,2,1000000,4,32
0.002638,8000,1,8000,2,1000000,8,128
0.001996,8000,1,8000,2,1000000,8,64
0.002606,8000,1,8000,2,1000000,8,32
0.001970,8000,1,8000,2,1000000,16,128
0.002558,8000,1,8000,2,1000000,16,64
0.003901,8000,1,8000,2,1000000,16,32
0.002030,8000,1,8000,2,2000000,1,128
0.002641,8000,1,8000,2,2000000,1,64
0.003942,8000,1,8000,2,2000000,1,32
0.002606,8000,1,8000,2,2000000,2,128
0.003927,8000,1,8000,2,2000000,2,64
0.003901,8000,1,8000,2,2000000,2,32
0.003901,8000,1,8000,2,2000000,4,128
0.002558,8000,1,8000,2,2000000,4,64
0.002641,8000,1,8000,2,2000000,4,32
0.003942,8000,1,8000,2,2000000,8,128
